ITTER107;Territorio;TIPO_DATO7;Indicatori;CORREZ;Correzione;TIPO_ALLOGGIO2;Tipologia di esercizio;ATECO_2007;Ateco 2007;ISO;Paese di residenza dei clienti;TIME;Seleziona periodo;Value;Flag Codes;Flags
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2011-12;dic-11;528;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-01;gen-12;403;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-02;feb-12;354;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-03;mar-12;537;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-04;apr-12;2157;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-05;mag-12;3163;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-06;giu-12;31609;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-07;lug-12;38756;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-08;ago-12;48076;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-09;set-12;7789;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-10;ott-12;411;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-11;nov-12;421;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2012-12;dic-12;488;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-01;gen-13;327;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-02;feb-13;196;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-03;mar-13;841;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-04;apr-13;2283;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-05;mag-13;3299;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-06;giu-13;29682;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-07;lug-13;36667;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-08;ago-13;51411;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-09;set-13;6142;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-10;ott-13;531;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-11;nov-13;570;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2013-12;dic-13;550;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-01;gen-14;428;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-02;feb-14;227;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-03;mar-14;537;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-04;apr-14;2452;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-05;mag-14;4609;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-06;giu-14;26809;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-07;lug-14;38727;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-08;ago-14;54969;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-09;set-14;4894;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-10;ott-14;5479;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-11;nov-14;2363;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2014-12;dic-14;5593;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-01;gen-15;572;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-02;feb-15;683;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-03;mar-15;716;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-04;apr-15;2409;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-05;mag-15;9350;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-06;giu-15;25849;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-07;lug-15;39584;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-08;ago-15;54962;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-09;set-15;5772;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-10;ott-15;945;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-11;nov-15;712;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2015-12;dic-15;1460;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-01;gen-16;770;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-02;feb-16;631;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-03;mar-16;1277;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-04;apr-16;3732;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-05;mag-16;5313;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-06;giu-16;27572;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-07;lug-16;45471;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-08;ago-16;49079;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-09;set-16;6112;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-10;ott-16;1245;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-11;nov-16;792;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2016-12;dic-16;1256;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-01;gen-17;711;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-02;feb-17;758;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-03;mar-17;1217;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-04;apr-17;7193;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-05;mag-17;6515;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-06;giu-17;30946;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-07;lug-17;45736;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-08;ago-17;50031;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-09;set-17;9161;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-10;ott-17;1414;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-11;nov-17;1122;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2017-12;dic-17;1466;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-01;gen-18;1045;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-02;feb-18;821;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-03;mar-18;1094;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-04;apr-18;5355;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-05;mag-18;6590;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-06;giu-18;36313;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-07;lug-18;42555;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-08;ago-18;49170;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-09;set-18;10261;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-10;ott-18;1239;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-11;nov-18;924;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2018-12;dic-18;1417;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-01;gen-19;729;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-02;feb-19;692;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-03;mar-19;1245;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-04;apr-19;6155;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-05;mag-19;7355;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-06;giu-19;35773;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-07;lug-19;40886;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-08;ago-19;49033;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-09;set-19;8550;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-10;ott-19;1479;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-11;nov-19;937;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2019-12;dic-19;1657;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2020-01;gen-20;623;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2020-02;feb-20;974;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2020-03;mar-20;188;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2020-04;apr-20;65;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2020-05;mag-20;281;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2020-06;giu-20;10426;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2020-07;lug-20;31608;;
ITF12;Teramo;AR;arrivi ;N;dati grezzi;OTHER;esercizi extra-alberghieri;551_553;alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte;IT;Italia;2020-08;ago-20;51416;;
