Territorio;Indicatori;Tipologia di esercizio;Paese di residenza dei clienti;TIME;Value;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/04/2021;4608;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/05/2021;7269;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/06/2021;14974;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/07/2021;23664;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/08/2021;24864;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/09/2021;25816;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/10/2021;31154;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/11/2021;21457;;;;;
Italia;presenze;esercizi alberghieri;Croazia;01/12/2021;29797;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2008;31626;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2008;30494;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2008;26435;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2008;42593;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2008;39410;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2008;43035;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2008;55597;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2008;52486;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2008;53952;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2008;43533;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2008;21498;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2008;32351;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2009;24991;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2009;24161;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2009;24179;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2009;35932;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2009;32706;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2009;42219;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2009;51667;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2009;48249;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2009;52324;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2009;35227;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2009;22883;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2009;22608;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2010;27757;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2010;26337;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2010;27074;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2010;42573;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2010;38599;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2010;42390;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2010;56145;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2010;52545;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2010;58412;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2010;39483;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2010;52965;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2010;28516;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2011;30777;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2011;34353;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2011;31546;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2011;50546;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2011;45975;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2011;59805;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2011;72787;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2011;65045;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2011;65558;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2011;42480;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2011;41828;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2011;29826;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2012;38845;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2012;32314;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2012;36136;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2012;50705;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2012;48685;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2012;65784;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2012;75532;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2012;69128;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2012;67497;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2012;65791;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2012;35337;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2012;35236;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2013;42148;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2013;42115;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2013;41897;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2013;59070;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2013;55821;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2013;83383;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2013;87626;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2013;85758;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2013;75788;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2013;89636;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2013;37923;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2013;40697;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2014;47750;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2014;44006;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2014;45083;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2014;58725;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2014;60741;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2014;78751;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2014;91957;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2014;84176;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2014;78124;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2014;69508;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2014;45595;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2014;41003;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2015;57589;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2015;51326;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2015;48311;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2015;80342;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2015;88599;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2015;85161;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2015;101739;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2015;93331;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2015;99788;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2015;66692;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2015;75128;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2015;44537;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2016;71775;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2016;62395;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2016;60347;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2016;88761;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2016;99764;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2016;81869;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2016;120670;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2016;81307;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2016;106990;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2016;72335;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2016;58495;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2016;41796;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2017;57765;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2017;47679;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2017;52949;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2017;75388;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2017;84140;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2017;92858;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2017;117205;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2017;103065;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2017;87355;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2017;69044;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2017;57334;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2017;41477;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2018;63267;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2018;51105;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2018;60813;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2018;79777;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2018;71834;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2018;74821;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2018;103374;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2018;94183;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2018;58824;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2018;43892;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2018;43740;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2018;35516;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2019;56312;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2019;41360;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2019;49851;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2019;72123;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2019;60537;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2019;85438;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2019;97181;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2019;79860;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2019;66512;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2019;65460;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2019;58372;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2019;42985;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2020;53791;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2020;39726;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2020;3195;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2020;749;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2020;1282;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2020;1621;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2020;5914;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2020;9736;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2020;6610;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2020;4689;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2020;2775;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2020;2543;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/01/2021;2462;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/02/2021;3883;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/03/2021;4186;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/04/2021;3336;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/05/2021;4716;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/06/2021;9809;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/07/2021;15498;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/08/2021;14888;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/09/2021;19969;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/10/2021;59190;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/11/2021;16090;;;;;
Italia;presenze;esercizi alberghieri;Turchia;01/12/2021;12488;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2008;6888;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2008;16970;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2008;12397;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2008;10303;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2008;21367;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2008;21267;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2008;37042;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2008;56714;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2008;33943;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2008;8996;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2008;4262;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2008;8793;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2009;7403;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2009;17455;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2009;7040;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2009;16067;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2009;21498;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2009;22994;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2009;34878;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2009;65315;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2009;37050;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2009;10341;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2009;4596;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2009;8918;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2010;6913;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2010;15533;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2010;10124;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2010;12482;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2010;21956;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2010;22463;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2010;34639;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2010;61387;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2010;35996;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2010;12064;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2010;5330;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2010;10824;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2011;6868;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2011;18173;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2011;8060;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2011;17761;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2011;18348;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2011;26364;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2011;37934;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2011;65859;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2011;38764;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2011;11247;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2011;4871;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2011;10472;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2012;6851;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2012;18662;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2012;8515;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2012;16926;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2012;21614;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2012;25513;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2012;38265;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2012;65266;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2012;41013;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2012;11118;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2012;4642;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2012;10824;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2013;8007;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2013;17743;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2013;12355;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2013;12301;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2013;24426;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2013;27416;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2013;38349;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2013;67371;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2013;42276;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2013;13925;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2013;4807;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2013;12059;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2014;8913;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2014;20303;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2014;8259;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2014;18310;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2014;15876;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2014;33177;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2014;37748;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2014;66313;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2014;37175;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2014;13097;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2014;4846;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2014;13416;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2015;8114;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2015;18183;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2015;7447;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2015;17261;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2015;25757;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2015;26946;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2015;39671;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2015;70360;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2015;39310;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2015;14517;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2015;6638;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2015;10850;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2016;6850;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2016;18509;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2016;12895;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2016;13655;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2016;27444;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2016;28214;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2016;41573;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2016;68673;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2016;40627;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2016;12184;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2016;5522;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2016;9452;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2017;8449;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2017;19713;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2017;8081;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2017;19715;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2017;20155;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2017;39250;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2017;43722;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2017;73792;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2017;45589;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2017;17523;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2017;6773;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2017;13657;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2018;7078;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2018;20176;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2018;9726;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2018;19876;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2018;30665;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2018;30137;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2018;45561;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2018;66055;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2018;42919;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2018;15255;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2018;6048;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2018;11693;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2019;7746;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2019;23299;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2019;8664;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2019;19466;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2019;27991;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2019;27866;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2019;41091;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2019;65806;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2019;42474;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2019;15035;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2019;5248;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2019;12043;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2020;7496;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2020;24383;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2020;1172;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2020;61;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2020;193;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2020;3463;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2020;19957;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2020;41050;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2020;25698;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2020;6247;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2020;860;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2020;682;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/01/2021;765;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/02/2021;2175;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/03/2021;778;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/04/2021;955;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/05/2021;8425;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/06/2021;16049;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/07/2021;39926;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/08/2021;70422;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/09/2021;44183;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/10/2021;17276;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/11/2021;7537;;;;;
Italia;presenze;esercizi alberghieri;Lussemburgo;01/12/2021;13601;;;;;
Italia;presenze;esercizi alberghieri;Ungheria;01/01/2008;58237;;;;;
Italia;presenze;esercizi alberghieri;Ungheria;01/02/2008;62305;;;;;
Italia;presenze;esercizi alberghieri;Ungheria;01/03/2008;62594;;;;;
Italia;presenze;esercizi alberghieri;Ungheria;01/04/2008;38199;;;;;
Italia;presenze;esercizi alberghieri;Ungheria;01/05/2008;59289;;;;;
Italia;presenze;esercizi alberghieri;Ungheria;01/06/2008;79702;;;;;
Italia;presenze;esercizi alberghieri;Ungheria;01/07/2008;144070;;;;;
Italia;presenze;esercizi alberghieri;Ungheria;01/08/2008;111663;;;;;
