Territorio;Indicatori;Tipologia di esercizio;Paese di residenza dei clienti;TIME;Value;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2010;83543;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2010;80876;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2010;105768;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2010;114051;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2010;101059;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2010;102021;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2010;64292;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2010;53311;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2011;51924;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2011;71594;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2011;65299;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2011;107380;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2011;118663;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2011;132176;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2011;170612;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2011;165285;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2011;125220;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2011;128744;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2011;85538;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2011;69327;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2012;94839;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2012;65300;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2012;83817;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2012;118372;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2012;144713;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2012;138433;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2012;200145;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2012;196182;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2012;145407;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2012;155903;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2012;92970;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2012;80325;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2013;68684;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2013;106579;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2013;96567;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2013;140536;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2013;164934;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2013;181136;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2013;247176;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2013;231743;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2013;171670;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2013;160905;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2013;99777;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2013;90613;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2014;92829;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2014;127651;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2014;129845;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2014;189672;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2014;195251;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2014;203272;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2014;311070;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2014;297304;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2014;193547;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2014;199919;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2014;134356;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2014;105579;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2015;113252;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2015;199874;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2015;176654;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2015;259536;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2015;306901;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2015;319327;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2015;463294;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2015;457055;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2015;285408;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2015;290490;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2015;166214;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2015;114806;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2016;105534;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2016;157139;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2016;173597;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2016;219926;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2016;232860;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2016;239852;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2016;327951;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2016;306240;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2016;213607;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2016;222160;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2016;172889;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2016;135051;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2017;159560;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2017;166703;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2017;197607;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2017;269027;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2017;289620;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2017;279257;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2017;350110;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2017;317542;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2017;241876;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2017;262530;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2017;188542;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2017;148915;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2018;138228;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2018;231819;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2018;199660;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2018;267690;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2018;295990;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2018;293692;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2018;354871;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2018;337705;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2018;270010;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2018;267634;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2018;180820;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2018;135887;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2019;127961;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2019;188240;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2019;187804;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2019;257220;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2019;287377;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2019;297933;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2019;350730;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2019;315967;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2019;266455;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2019;288180;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2019;193258;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2019;150231;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2020;176480;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2020;30846;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2020;923;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2020;95;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2020;259;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2020;2016;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2020;4614;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2020;7365;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2020;4465;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2020;3091;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2020;1075;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2020;1225;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/01/2021;1630;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/02/2021;1484;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/03/2021;1405;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/04/2021;1599;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/05/2021;2904;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/06/2021;4575;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/07/2021;8723;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/08/2021;12117;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/09/2021;7603;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/10/2021;124834;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/11/2021;6377;;;;;
Italia;arrivi ;esercizi alberghieri;Cina;01/12/2021;9788;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2008;917;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2008;977;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2008;1193;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2008;1865;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2008;1154;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2008;1162;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2008;3031;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2008;4071;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2008;1674;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2008;1932;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2008;959;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2008;1035;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2009;742;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2009;754;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2009;899;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2009;1496;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2009;1017;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2009;1420;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2009;2626;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2009;3063;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2009;1365;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2009;1299;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2009;735;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2009;869;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2010;837;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2010;919;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2010;978;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2010;1617;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2010;1394;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2010;1454;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2010;3374;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2010;3634;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2010;1671;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2010;1307;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2010;865;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2010;981;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2011;789;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2011;781;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2011;1024;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2011;1824;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2011;1222;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2011;1450;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2011;3364;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2011;3307;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2011;1477;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2011;1259;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2011;927;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2011;1092;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2012;1027;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2012;991;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2012;1351;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2012;1885;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2012;1672;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2012;2162;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2012;3121;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2012;3525;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2012;2017;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2012;1620;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2012;1141;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2012;1528;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2013;830;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2013;874;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2013;1120;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2013;1299;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2013;1360;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2013;1614;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2013;2606;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2013;2920;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2013;2253;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2013;1866;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2013;2046;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2013;1766;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2014;1523;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2014;1485;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2014;1481;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2014;1948;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2014;1431;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2014;1776;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2014;2676;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2014;2659;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2014;1923;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2014;1697;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2014;1441;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2014;1817;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2015;1802;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2015;1814;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2015;1825;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2015;1682;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2015;1644;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2015;1847;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2015;3188;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2015;2732;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2015;1706;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2015;1489;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2015;1614;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2015;1268;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2016;1493;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2016;1457;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2016;1725;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2016;1465;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2016;1886;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2016;1664;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2016;3304;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2016;2985;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2016;1908;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2016;1646;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2016;1362;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2016;980;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2017;1500;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2017;1853;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2017;1536;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2017;1709;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2017;1699;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2017;1842;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2017;2871;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2017;3610;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2017;1904;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2017;2263;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2017;1429;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2017;1500;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2018;1597;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2018;2129;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2018;1669;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2018;2219;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2018;2131;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2018;2505;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2018;4132;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2018;4204;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2018;2142;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2018;1925;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2018;1618;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2018;1316;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2019;1625;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2019;1473;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2019;1764;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2019;1950;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2019;2120;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2019;2398;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2019;4369;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2019;4086;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2019;2257;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2019;2305;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2019;1564;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2019;1574;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2020;1625;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2020;1239;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2020;64;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2020;3;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2020;2;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2020;67;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2020;341;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2020;565;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2020;334;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2020;317;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2020;103;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2020;84;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/01/2021;64;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/02/2021;82;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/03/2021;77;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/04/2021;88;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/05/2021;205;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/06/2021;706;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/07/2021;2397;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/08/2021;3286;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/09/2021;2010;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/10/2021;2144;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/11/2021;1188;;;;;
Italia;arrivi ;esercizi alberghieri;Cipro;01/12/2021;1010;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/01/2008;18595;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/02/2008;35557;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/03/2008;42192;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/04/2008;12325;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/05/2008;24182;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/06/2008;30769;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/07/2008;35096;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/08/2008;26779;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/09/2008;29682;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/10/2008;16323;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/11/2008;8871;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/12/2008;19396;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/01/2009;21946;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/02/2009;39436;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/03/2009;42048;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/04/2009;14384;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/05/2009;21004;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/06/2009;32484;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/07/2009;39310;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/08/2009;27377;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/09/2009;31501;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/10/2009;15396;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/11/2009;7336;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/12/2009;19851;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/01/2010;25931;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/02/2010;40669;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/03/2010;46774;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/04/2010;15765;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/05/2010;21373;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/06/2010;31923;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/07/2010;49262;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/08/2010;29018;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/09/2010;35263;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/10/2010;16399;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/11/2010;8550;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/12/2010;21110;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/01/2011;22327;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/02/2011;38902;;;;;
Italia;arrivi ;esercizi alberghieri;Ceca, Repubblica;01/03/2011;49562;;;;;
