Region,Infrastructure,ResidenceCountry,Date,Arrivals,Attendance
Pescara,HOTELLIKE,Italia,2014-06-01,24783.0,84002.0
Pescara,HOTELLIKE,Paesi esteri,2014-06-01,3835.0,14780.0
Pescara,OTHER,Italia,2014-06-01,1041.0,2649.0
Pescara,OTHER,Paesi esteri,2014-06-01,412.0,2218.0
Teramo,HOTELLIKE,Italia,2014-06-01,41445.0,203059.0
Teramo,HOTELLIKE,Paesi esteri,2014-06-01,6013.0,42942.0
Teramo,OTHER,Italia,2014-06-01,26809.0,192801.0
Teramo,OTHER,Paesi esteri,2014-06-01,6681.0,48433.0
Abruzzo,HOTELLIKE,Italia,2014-07-01,138729.0,710262.0
Abruzzo,HOTELLIKE,Paesi esteri,2014-07-01,21949.0,111744.0
Abruzzo,OTHER,Italia,2014-07-01,54214.0,546372.0
Abruzzo,OTHER,Paesi esteri,2014-07-01,11851.0,101564.0
Chieti,HOTELLIKE,Italia,2014-07-01,25428.0,85717.0
Chieti,HOTELLIKE,Paesi esteri,2014-07-01,4598.0,15461.0
Chieti,OTHER,Italia,2014-07-01,9010.0,104086.0
Chieti,OTHER,Paesi esteri,2014-07-01,1246.0,7440.0
L'Aquila,HOTELLIKE,Italia,2014-07-01,23872.0,85975.0
L'Aquila,HOTELLIKE,Paesi esteri,2014-07-01,2650.0,7797.0
L'Aquila,OTHER,Italia,2014-07-01,4617.0,12652.0
L'Aquila,OTHER,Paesi esteri,2014-07-01,836.0,3743.0
Pescara,HOTELLIKE,Italia,2014-07-01,27586.0,123918.0
Pescara,HOTELLIKE,Paesi esteri,2014-07-01,5154.0,22413.0
Pescara,OTHER,Italia,2014-07-01,1860.0,4704.0
Pescara,OTHER,Paesi esteri,2014-07-01,722.0,4814.0
Teramo,HOTELLIKE,Italia,2014-07-01,61843.0,414652.0
Teramo,HOTELLIKE,Paesi esteri,2014-07-01,9547.0,66073.0
Teramo,OTHER,Italia,2014-07-01,38727.0,424930.0
Teramo,OTHER,Paesi esteri,2014-07-01,9047.0,85567.0
Abruzzo,HOTELLIKE,Italia,2014-08-01,194712.0,966760.0
Abruzzo,HOTELLIKE,Paesi esteri,2014-08-01,17259.0,83416.0
Abruzzo,OTHER,Italia,2014-08-01,83118.0,759746.0
Abruzzo,OTHER,Paesi esteri,2014-08-01,11533.0,86691.0
Chieti,HOTELLIKE,Italia,2014-08-01,35399.0,126221.0
Chieti,HOTELLIKE,Paesi esteri,2014-08-01,3997.0,15192.0
Chieti,OTHER,Italia,2014-08-01,13175.0,142504.0
Chieti,OTHER,Paesi esteri,2014-08-01,891.0,5547.0
L'Aquila,HOTELLIKE,Italia,2014-08-01,37189.0,136610.0
L'Aquila,HOTELLIKE,Paesi esteri,2014-08-01,2191.0,6390.0
L'Aquila,OTHER,Italia,2014-08-01,11824.0,35843.0
L'Aquila,OTHER,Paesi esteri,2014-08-01,1068.0,3274.0
Pescara,HOTELLIKE,Italia,2014-08-01,38894.0,183101.0
Pescara,HOTELLIKE,Paesi esteri,2014-08-01,4068.0,17703.0
Pescara,OTHER,Italia,2014-08-01,3150.0,9938.0
Pescara,OTHER,Paesi esteri,2014-08-01,821.0,5992.0
Teramo,HOTELLIKE,Italia,2014-08-01,83230.0,520828.0
Teramo,HOTELLIKE,Paesi esteri,2014-08-01,7003.0,44131.0
Teramo,OTHER,Italia,2014-08-01,54969.0,571461.0
Teramo,OTHER,Paesi esteri,2014-08-01,8753.0,71878.0
Abruzzo,HOTELLIKE,Italia,2014-09-01,68694.0,281381.0
Abruzzo,HOTELLIKE,Paesi esteri,2014-09-01,14917.0,71252.0
Abruzzo,OTHER,Italia,2014-09-01,10283.0,101972.0
Abruzzo,OTHER,Paesi esteri,2014-09-01,5234.0,46999.0
Chieti,HOTELLIKE,Italia,2014-09-01,16587.0,40429.0
Chieti,HOTELLIKE,Paesi esteri,2014-09-01,2936.0,8345.0
Chieti,OTHER,Italia,2014-09-01,1701.0,13501.0
Chieti,OTHER,Paesi esteri,2014-09-01,325.0,1179.0
L'Aquila,HOTELLIKE,Italia,2014-09-01,12455.0,49416.0
L'Aquila,HOTELLIKE,Paesi esteri,2014-09-01,2628.0,10237.0
L'Aquila,OTHER,Italia,2014-09-01,2668.0,6909.0
L'Aquila,OTHER,Paesi esteri,2014-09-01,843.0,2672.0
Pescara,HOTELLIKE,Italia,2014-09-01,19910.0,68175.0
Pescara,HOTELLIKE,Paesi esteri,2014-09-01,4526.0,14867.0
Pescara,OTHER,Italia,2014-09-01,1020.0,2970.0
Pescara,OTHER,Paesi esteri,2014-09-01,381.0,2336.0
Teramo,HOTELLIKE,Italia,2014-09-01,19742.0,123361.0
Teramo,HOTELLIKE,Paesi esteri,2014-09-01,4827.0,37803.0
Teramo,OTHER,Italia,2014-09-01,4894.0,78592.0
Teramo,OTHER,Paesi esteri,2014-09-01,3685.0,40812.0
Abruzzo,HOTELLIKE,Italia,2014-10-01,53117.0,109610.0
Abruzzo,HOTELLIKE,Paesi esteri,2014-10-01,8757.0,25087.0
Abruzzo,OTHER,Italia,2014-10-01,11874.0,66109.0
Abruzzo,OTHER,Paesi esteri,2014-10-01,2272.0,15252.0
Chieti,HOTELLIKE,Italia,2014-10-01,12478.0,24875.0
Chieti,HOTELLIKE,Paesi esteri,2014-10-01,2533.0,7186.0
Chieti,OTHER,Italia,2014-10-01,3567.0,19599.0
Chieti,OTHER,Paesi esteri,2014-10-01,320.0,1252.0
L'Aquila,HOTELLIKE,Italia,2014-10-01,10663.0,19825.0
L'Aquila,HOTELLIKE,Paesi esteri,2014-10-01,1754.0,4289.0
L'Aquila,OTHER,Italia,2014-10-01,2108.0,7932.0
L'Aquila,OTHER,Paesi esteri,2014-10-01,359.0,2030.0
Pescara,HOTELLIKE,Italia,2014-10-01,20807.0,42935.0
Pescara,HOTELLIKE,Paesi esteri,2014-10-01,2679.0,6138.0
Pescara,OTHER,Italia,2014-10-01,720.0,1594.0
Pescara,OTHER,Paesi esteri,2014-10-01,200.0,891.0
Teramo,HOTELLIKE,Italia,2014-10-01,9169.0,21975.0
Teramo,HOTELLIKE,Paesi esteri,2014-10-01,1791.0,7474.0
Teramo,OTHER,Italia,2014-10-01,5479.0,36984.0
Teramo,OTHER,Paesi esteri,2014-10-01,1393.0,11079.0
Abruzzo,HOTELLIKE,Italia,2014-11-01,43298.0,102852.0
Abruzzo,HOTELLIKE,Paesi esteri,2014-11-01,4693.0,16154.0
Abruzzo,OTHER,Italia,2014-11-01,8468.0,43749.0
Abruzzo,OTHER,Paesi esteri,2014-11-01,570.0,4351.0
Chieti,HOTELLIKE,Italia,2014-11-01,11123.0,35139.0
Chieti,HOTELLIKE,Paesi esteri,2014-11-01,1425.0,4873.0
Chieti,OTHER,Italia,2014-11-01,3448.0,19406.0
Chieti,OTHER,Paesi esteri,2014-11-01,153.0,817.0
L'Aquila,HOTELLIKE,Italia,2014-11-01,8482.0,16677.0
L'Aquila,HOTELLIKE,Paesi esteri,2014-11-01,863.0,2556.0
L'Aquila,OTHER,Italia,2014-11-01,1966.0,6342.0
L'Aquila,OTHER,Paesi esteri,2014-11-01,104.0,1392.0
Pescara,HOTELLIKE,Italia,2014-11-01,15973.0,31615.0
Pescara,HOTELLIKE,Paesi esteri,2014-11-01,1638.0,4685.0
Pescara,OTHER,Italia,2014-11-01,691.0,1639.0
Pescara,OTHER,Paesi esteri,2014-11-01,74.0,310.0
Teramo,HOTELLIKE,Italia,2014-11-01,7720.0,19421.0
Teramo,HOTELLIKE,Paesi esteri,2014-11-01,767.0,4040.0
Teramo,OTHER,Italia,2014-11-01,2363.0,16362.0
Teramo,OTHER,Paesi esteri,2014-11-01,239.0,1832.0
Abruzzo,HOTELLIKE,Italia,2014-12-01,58758.0,135831.0
Abruzzo,HOTELLIKE,Paesi esteri,2014-12-01,3354.0,11717.0
Abruzzo,OTHER,Italia,2014-12-01,13484.0,68302.0
Abruzzo,OTHER,Paesi esteri,2014-12-01,933.0,6507.0
Chieti,HOTELLIKE,Italia,2014-12-01,10650.0,32426.0
Chieti,HOTELLIKE,Paesi esteri,2014-12-01,801.0,2522.0
Chieti,OTHER,Italia,2014-12-01,3457.0,19654.0
Chieti,OTHER,Paesi esteri,2014-12-01,180.0,901.0
L'Aquila,HOTELLIKE,Italia,2014-12-01,23987.0,51760.0
L'Aquila,HOTELLIKE,Paesi esteri,2014-12-01,852.0,2224.0
L'Aquila,OTHER,Italia,2014-12-01,3577.0,8898.0
L'Aquila,OTHER,Paesi esteri,2014-12-01,122.0,1138.0
Pescara,HOTELLIKE,Italia,2014-12-01,15198.0,30176.0
Pescara,HOTELLIKE,Paesi esteri,2014-12-01,992.0,2867.0
Pescara,OTHER,Italia,2014-12-01,857.0,2045.0
Pescara,OTHER,Paesi esteri,2014-12-01,67.0,248.0
Teramo,HOTELLIKE,Italia,2014-12-01,8923.0,21469.0
Teramo,HOTELLIKE,Paesi esteri,2014-12-01,709.0,4104.0
Teramo,OTHER,Italia,2014-12-01,5593.0,37705.0
Teramo,OTHER,Paesi esteri,2014-12-01,564.0,4220.0
Abruzzo,HOTELLIKE,Italia,2015-01-01,70066.0,166722.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-01-01,4057.0,13252.0
Abruzzo,OTHER,Italia,2015-01-01,5846.0,17715.0
Abruzzo,OTHER,Paesi esteri,2015-01-01,280.0,1648.0
Chieti,HOTELLIKE,Italia,2015-01-01,8947.0,18201.0
Chieti,HOTELLIKE,Paesi esteri,2015-01-01,1014.0,2997.0
Chieti,OTHER,Italia,2015-01-01,650.0,2486.0
Chieti,OTHER,Paesi esteri,2015-01-01,48.0,217.0
L'Aquila,HOTELLIKE,Italia,2015-01-01,40254.0,101384.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-01-01,956.0,3006.0
L'Aquila,OTHER,Italia,2015-01-01,4102.0,9619.0
L'Aquila,OTHER,Paesi esteri,2015-01-01,104.0,421.0
Pescara,HOTELLIKE,Italia,2015-01-01,13375.0,27945.0
Pescara,HOTELLIKE,Paesi esteri,2015-01-01,1418.0,3258.0
Pescara,OTHER,Italia,2015-01-01,522.0,1735.0
Pescara,OTHER,Paesi esteri,2015-01-01,80.0,316.0
Teramo,HOTELLIKE,Italia,2015-01-01,7490.0,19192.0
Teramo,HOTELLIKE,Paesi esteri,2015-01-01,669.0,3991.0
Teramo,OTHER,Italia,2015-01-01,572.0,3875.0
Teramo,OTHER,Paesi esteri,2015-01-01,48.0,694.0
Abruzzo,HOTELLIKE,Italia,2015-02-01,81773.0,179987.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-02-01,4621.0,15163.0
Abruzzo,OTHER,Italia,2015-02-01,7544.0,18808.0
Abruzzo,OTHER,Paesi esteri,2015-02-01,382.0,1667.0
Chieti,HOTELLIKE,Italia,2015-02-01,11223.0,20416.0
Chieti,HOTELLIKE,Paesi esteri,2015-02-01,952.0,2559.0
Chieti,OTHER,Italia,2015-02-01,947.0,2855.0
Chieti,OTHER,Paesi esteri,2015-02-01,63.0,163.0
L'Aquila,HOTELLIKE,Italia,2015-02-01,47454.0,116286.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-02-01,1207.0,3305.0
L'Aquila,OTHER,Italia,2015-02-01,5367.0,11111.0
L'Aquila,OTHER,Paesi esteri,2015-02-01,159.0,380.0
Pescara,HOTELLIKE,Italia,2015-02-01,14402.0,25267.0
Pescara,HOTELLIKE,Paesi esteri,2015-02-01,1692.0,4988.0
Pescara,OTHER,Italia,2015-02-01,547.0,1329.0
Pescara,OTHER,Paesi esteri,2015-02-01,74.0,405.0
Teramo,HOTELLIKE,Italia,2015-02-01,8694.0,18018.0
Teramo,HOTELLIKE,Paesi esteri,2015-02-01,770.0,4311.0
Teramo,OTHER,Italia,2015-02-01,683.0,3513.0
Teramo,OTHER,Paesi esteri,2015-02-01,86.0,719.0
Abruzzo,HOTELLIKE,Italia,2015-03-01,69714.0,145702.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-03-01,5606.0,15385.0
Abruzzo,OTHER,Italia,2015-03-01,6216.0,17261.0
Abruzzo,OTHER,Paesi esteri,2015-03-01,464.0,2112.0
Chieti,HOTELLIKE,Italia,2015-03-01,11963.0,20900.0
Chieti,HOTELLIKE,Paesi esteri,2015-03-01,1264.0,3394.0
Chieti,OTHER,Italia,2015-03-01,1482.0,3770.0
Chieti,OTHER,Paesi esteri,2015-03-01,84.0,269.0
L'Aquila,HOTELLIKE,Italia,2015-03-01,35102.0,82174.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-03-01,1075.0,2404.0
L'Aquila,OTHER,Italia,2015-03-01,3444.0,7410.0
L'Aquila,OTHER,Paesi esteri,2015-03-01,173.0,445.0
Pescara,HOTELLIKE,Italia,2015-03-01,14125.0,25108.0
Pescara,HOTELLIKE,Paesi esteri,2015-03-01,2127.0,5321.0
Pescara,OTHER,Italia,2015-03-01,574.0,1516.0
Pescara,OTHER,Paesi esteri,2015-03-01,111.0,560.0
Teramo,HOTELLIKE,Italia,2015-03-01,8524.0,17520.0
Teramo,HOTELLIKE,Paesi esteri,2015-03-01,1140.0,4266.0
Teramo,OTHER,Italia,2015-03-01,716.0,4565.0
Teramo,OTHER,Paesi esteri,2015-03-01,96.0,838.0
Abruzzo,HOTELLIKE,Italia,2015-04-01,64937.0,124238.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-04-01,8098.0,19741.0
Abruzzo,OTHER,Italia,2015-04-01,8202.0,20818.0
Abruzzo,OTHER,Paesi esteri,2015-04-01,1094.0,3890.0
Chieti,HOTELLIKE,Italia,2015-04-01,13784.0,24375.0
Chieti,HOTELLIKE,Paesi esteri,2015-04-01,1963.0,4335.0
Chieti,OTHER,Italia,2015-04-01,1502.0,4146.0
Chieti,OTHER,Paesi esteri,2015-04-01,176.0,535.0
L'Aquila,HOTELLIKE,Italia,2015-04-01,16665.0,33198.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-04-01,1437.0,3533.0
L'Aquila,OTHER,Italia,2015-04-01,3308.0,6441.0
L'Aquila,OTHER,Paesi esteri,2015-04-01,290.0,813.0
Pescara,HOTELLIKE,Italia,2015-04-01,18769.0,34794.0
Pescara,HOTELLIKE,Paesi esteri,2015-04-01,2679.0,6178.0
Pescara,OTHER,Italia,2015-04-01,983.0,2125.0
Pescara,OTHER,Paesi esteri,2015-04-01,232.0,833.0
Teramo,HOTELLIKE,Italia,2015-04-01,15719.0,31871.0
Teramo,HOTELLIKE,Paesi esteri,2015-04-01,2019.0,5695.0
Teramo,OTHER,Italia,2015-04-01,2409.0,8106.0
Teramo,OTHER,Paesi esteri,2015-04-01,396.0,1709.0
Abruzzo,HOTELLIKE,Italia,2015-05-01,84978.0,168629.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-05-01,12026.0,35384.0
Abruzzo,OTHER,Italia,2015-05-01,17051.0,51709.0
Abruzzo,OTHER,Paesi esteri,2015-05-01,5722.0,26747.0
Chieti,HOTELLIKE,Italia,2015-05-01,15767.0,28771.0
Chieti,HOTELLIKE,Paesi esteri,2015-05-01,2477.0,5789.0
Chieti,OTHER,Italia,2015-05-01,1996.0,4937.0
Chieti,OTHER,Paesi esteri,2015-05-01,346.0,850.0
L'Aquila,HOTELLIKE,Italia,2015-05-01,18501.0,38025.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-05-01,2143.0,5058.0
L'Aquila,OTHER,Italia,2015-05-01,4439.0,9012.0
L'Aquila,OTHER,Paesi esteri,2015-05-01,819.0,1758.0
Pescara,HOTELLIKE,Italia,2015-05-01,23009.0,43283.0
Pescara,HOTELLIKE,Paesi esteri,2015-05-01,3363.0,8000.0
Pescara,OTHER,Italia,2015-05-01,1266.0,2925.0
Pescara,OTHER,Paesi esteri,2015-05-01,484.0,1824.0
Teramo,HOTELLIKE,Italia,2015-05-01,27701.0,58550.0
Teramo,HOTELLIKE,Paesi esteri,2015-05-01,4043.0,16537.0
Teramo,OTHER,Italia,2015-05-01,9350.0,34835.0
Teramo,OTHER,Paesi esteri,2015-05-01,4073.0,22315.0
Abruzzo,HOTELLIKE,Italia,2015-06-01,111341.0,397586.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-06-01,16098.0,68752.0
Abruzzo,OTHER,Italia,2015-06-01,36502.0,236981.0
Abruzzo,OTHER,Paesi esteri,2015-06-01,7746.0,48834.0
Chieti,HOTELLIKE,Italia,2015-06-01,18734.0,45616.0
Chieti,HOTELLIKE,Paesi esteri,2015-06-01,2769.0,7940.0
Chieti,OTHER,Italia,2015-06-01,6286.0,34075.0
Chieti,OTHER,Paesi esteri,2015-06-01,595.0,2039.0
L'Aquila,HOTELLIKE,Italia,2015-06-01,14999.0,35525.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-06-01,2531.0,5824.0
L'Aquila,OTHER,Italia,2015-06-01,3011.0,6382.0
L'Aquila,OTHER,Paesi esteri,2015-06-01,1087.0,3135.0
Pescara,HOTELLIKE,Italia,2015-06-01,27154.0,83357.0
Pescara,HOTELLIKE,Paesi esteri,2015-06-01,3762.0,11572.0
Pescara,OTHER,Italia,2015-06-01,1356.0,3076.0
Pescara,OTHER,Paesi esteri,2015-06-01,459.0,1838.0
Teramo,HOTELLIKE,Italia,2015-06-01,50454.0,233088.0
Teramo,HOTELLIKE,Paesi esteri,2015-06-01,7036.0,43416.0
Teramo,OTHER,Italia,2015-06-01,25849.0,193448.0
Teramo,OTHER,Paesi esteri,2015-06-01,5605.0,41822.0
Abruzzo,HOTELLIKE,Italia,2015-07-01,159542.0,778003.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-07-01,23638.0,118882.0
Abruzzo,OTHER,Italia,2015-07-01,58255.0,521432.0
Abruzzo,OTHER,Paesi esteri,2015-07-01,12684.0,102264.0
Chieti,HOTELLIKE,Italia,2015-07-01,28440.0,93034.0
Chieti,HOTELLIKE,Paesi esteri,2015-07-01,4629.0,15466.0
Chieti,OTHER,Italia,2015-07-01,10024.0,85379.0
Chieti,OTHER,Paesi esteri,2015-07-01,1314.0,7900.0
L'Aquila,HOTELLIKE,Italia,2015-07-01,30751.0,98713.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-07-01,3105.0,10903.0
L'Aquila,OTHER,Italia,2015-07-01,6555.0,15428.0
L'Aquila,OTHER,Paesi esteri,2015-07-01,1118.0,3610.0
Pescara,HOTELLIKE,Italia,2015-07-01,31224.0,143601.0
Pescara,HOTELLIKE,Paesi esteri,2015-07-01,5856.0,23140.0
Pescara,OTHER,Italia,2015-07-01,2092.0,5269.0
Pescara,OTHER,Paesi esteri,2015-07-01,962.0,4464.0
Teramo,HOTELLIKE,Italia,2015-07-01,69127.0,442655.0
Teramo,HOTELLIKE,Paesi esteri,2015-07-01,10048.0,69373.0
Teramo,OTHER,Italia,2015-07-01,39584.0,415356.0
Teramo,OTHER,Paesi esteri,2015-07-01,9290.0,86290.0
Abruzzo,HOTELLIKE,Italia,2015-08-01,206651.0,1017081.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-08-01,18503.0,85724.0
Abruzzo,OTHER,Italia,2015-08-01,87286.0,720256.0
Abruzzo,OTHER,Paesi esteri,2015-08-01,11864.0,86053.0
Chieti,HOTELLIKE,Italia,2015-08-01,35855.0,125459.0
Chieti,HOTELLIKE,Paesi esteri,2015-08-01,3902.0,15525.0
Chieti,OTHER,Italia,2015-08-01,14949.0,122415.0
Chieti,OTHER,Paesi esteri,2015-08-01,1202.0,7093.0
L'Aquila,HOTELLIKE,Italia,2015-08-01,43103.0,152654.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-08-01,1797.0,4956.0
L'Aquila,OTHER,Italia,2015-08-01,13676.0,38592.0
L'Aquila,OTHER,Paesi esteri,2015-08-01,1283.0,3575.0
Pescara,HOTELLIKE,Italia,2015-08-01,37720.0,178235.0
Pescara,HOTELLIKE,Paesi esteri,2015-08-01,5515.0,19829.0
Pescara,OTHER,Italia,2015-08-01,3699.0,11304.0
Pescara,OTHER,Paesi esteri,2015-08-01,810.0,3887.0
Teramo,HOTELLIKE,Italia,2015-08-01,89973.0,560733.0
Teramo,HOTELLIKE,Paesi esteri,2015-08-01,7289.0,45414.0
Teramo,OTHER,Italia,2015-08-01,54962.0,547945.0
Teramo,OTHER,Paesi esteri,2015-08-01,8569.0,71498.0
Abruzzo,HOTELLIKE,Italia,2015-09-01,74461.0,276786.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-09-01,15792.0,70120.0
Abruzzo,OTHER,Italia,2015-09-01,12349.0,112502.0
Abruzzo,OTHER,Paesi esteri,2015-09-01,5229.0,42895.0
Chieti,HOTELLIKE,Italia,2015-09-01,17420.0,48408.0
Chieti,HOTELLIKE,Paesi esteri,2015-09-01,3102.0,10064.0
Chieti,OTHER,Italia,2015-09-01,2614.0,14715.0
Chieti,OTHER,Paesi esteri,2015-09-01,533.0,2418.0
L'Aquila,HOTELLIKE,Italia,2015-09-01,14799.0,29927.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-09-01,2455.0,5710.0
L'Aquila,OTHER,Italia,2015-09-01,2827.0,6735.0
L'Aquila,OTHER,Paesi esteri,2015-09-01,940.0,2087.0
Pescara,HOTELLIKE,Italia,2015-09-01,18838.0,61959.0
Pescara,HOTELLIKE,Paesi esteri,2015-09-01,4601.0,16726.0
Pescara,OTHER,Italia,2015-09-01,1136.0,3150.0
Pescara,OTHER,Paesi esteri,2015-09-01,532.0,1919.0
Teramo,HOTELLIKE,Italia,2015-09-01,23404.0,136492.0
Teramo,HOTELLIKE,Paesi esteri,2015-09-01,5634.0,37620.0
Teramo,OTHER,Italia,2015-09-01,5772.0,87902.0
Teramo,OTHER,Paesi esteri,2015-09-01,3224.0,36471.0
Abruzzo,HOTELLIKE,Italia,2015-10-01,54701.0,106325.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-10-01,9030.0,24683.0
Abruzzo,OTHER,Italia,2015-10-01,5648.0,20669.0
Abruzzo,OTHER,Paesi esteri,2015-10-01,1970.0,10168.0
Chieti,HOTELLIKE,Italia,2015-10-01,13190.0,28779.0
Chieti,HOTELLIKE,Paesi esteri,2015-10-01,2345.0,6232.0
Chieti,OTHER,Italia,2015-10-01,1392.0,3905.0
Chieti,OTHER,Paesi esteri,2015-10-01,287.0,1007.0
L'Aquila,HOTELLIKE,Italia,2015-10-01,10495.0,18862.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-10-01,1551.0,3714.0
L'Aquila,OTHER,Italia,2015-10-01,2536.0,9066.0
L'Aquila,OTHER,Paesi esteri,2015-10-01,598.0,2340.0
Pescara,HOTELLIKE,Italia,2015-10-01,20212.0,36728.0
Pescara,HOTELLIKE,Paesi esteri,2015-10-01,3370.0,8530.0
Pescara,OTHER,Italia,2015-10-01,775.0,2428.0
Pescara,OTHER,Paesi esteri,2015-10-01,371.0,1500.0
Teramo,HOTELLIKE,Italia,2015-10-01,10804.0,21956.0
Teramo,HOTELLIKE,Paesi esteri,2015-10-01,1764.0,6207.0
Teramo,OTHER,Italia,2015-10-01,945.0,5270.0
Teramo,OTHER,Paesi esteri,2015-10-01,714.0,5321.0
Abruzzo,HOTELLIKE,Italia,2015-11-01,42062.0,76001.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-11-01,4677.0,13717.0
Abruzzo,OTHER,Italia,2015-11-01,4534.0,18041.0
Abruzzo,OTHER,Paesi esteri,2015-11-01,490.0,3832.0
Chieti,HOTELLIKE,Italia,2015-11-01,11871.0,23320.0
Chieti,HOTELLIKE,Paesi esteri,2015-11-01,1385.0,3559.0
Chieti,OTHER,Italia,2015-11-01,1126.0,3233.0
Chieti,OTHER,Paesi esteri,2015-11-01,71.0,512.0
L'Aquila,HOTELLIKE,Italia,2015-11-01,7066.0,12484.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-11-01,875.0,2197.0
L'Aquila,OTHER,Italia,2015-11-01,2038.0,7701.0
L'Aquila,OTHER,Paesi esteri,2015-11-01,181.0,1772.0
Pescara,HOTELLIKE,Italia,2015-11-01,14933.0,22943.0
Pescara,HOTELLIKE,Paesi esteri,2015-11-01,1523.0,4008.0
Pescara,OTHER,Italia,2015-11-01,658.0,2521.0
Pescara,OTHER,Paesi esteri,2015-11-01,107.0,845.0
Teramo,HOTELLIKE,Italia,2015-11-01,8192.0,17254.0
Teramo,HOTELLIKE,Paesi esteri,2015-11-01,894.0,3953.0
Teramo,OTHER,Italia,2015-11-01,712.0,4586.0
Teramo,OTHER,Paesi esteri,2015-11-01,131.0,703.0
Abruzzo,HOTELLIKE,Italia,2015-12-01,68766.0,134371.0
Abruzzo,HOTELLIKE,Paesi esteri,2015-12-01,4148.0,12646.0
Abruzzo,OTHER,Italia,2015-12-01,9023.0,22947.0
Abruzzo,OTHER,Paesi esteri,2015-12-01,420.0,3101.0
Chieti,HOTELLIKE,Italia,2015-12-01,11079.0,23459.0
Chieti,HOTELLIKE,Paesi esteri,2015-12-01,1033.0,3248.0
Chieti,OTHER,Italia,2015-12-01,1514.0,3967.0
Chieti,OTHER,Paesi esteri,2015-12-01,63.0,375.0
L'Aquila,HOTELLIKE,Italia,2015-12-01,29366.0,63037.0
L'Aquila,HOTELLIKE,Paesi esteri,2015-12-01,917.0,2058.0
L'Aquila,OTHER,Italia,2015-12-01,5043.0,10839.0
L'Aquila,OTHER,Paesi esteri,2015-12-01,169.0,1161.0
Pescara,HOTELLIKE,Italia,2015-12-01,17764.0,27958.0
Pescara,HOTELLIKE,Paesi esteri,2015-12-01,1464.0,4004.0
Pescara,OTHER,Italia,2015-12-01,1006.0,3080.0
Pescara,OTHER,Paesi esteri,2015-12-01,114.0,936.0
Teramo,HOTELLIKE,Italia,2015-12-01,10557.0,19917.0
Teramo,HOTELLIKE,Paesi esteri,2015-12-01,734.0,3336.0
Teramo,OTHER,Italia,2015-12-01,1460.0,5061.0
Teramo,OTHER,Paesi esteri,2015-12-01,74.0,629.0
Abruzzo,HOTELLIKE,Italia,2016-01-01,70698.0,163391.0
Abruzzo,HOTELLIKE,Paesi esteri,2016-01-01,3654.0,10798.0
Abruzzo,OTHER,Italia,2016-01-01,6974.0,22542.0
Abruzzo,OTHER,Paesi esteri,2016-01-01,338.0,2655.0
Chieti,HOTELLIKE,Italia,2016-01-01,10592.0,22942.0
Chieti,HOTELLIKE,Paesi esteri,2016-01-01,924.0,2505.0
Chieti,OTHER,Italia,2016-01-01,837.0,3462.0
Chieti,OTHER,Paesi esteri,2016-01-01,48.0,265.0
L'Aquila,HOTELLIKE,Italia,2016-01-01,38415.0,97196.0
L'Aquila,HOTELLIKE,Paesi esteri,2016-01-01,814.0,2074.0
L'Aquila,OTHER,Italia,2016-01-01,4354.0,11709.0
L'Aquila,OTHER,Paesi esteri,2016-01-01,134.0,1087.0
Pescara,HOTELLIKE,Italia,2016-01-01,14867.0,25062.0
Pescara,HOTELLIKE,Paesi esteri,2016-01-01,1182.0,3053.0
Pescara,OTHER,Italia,2016-01-01,1013.0,2980.0
Pescara,OTHER,Paesi esteri,2016-01-01,105.0,886.0
Teramo,HOTELLIKE,Italia,2016-01-01,6824.0,18191.0
Teramo,HOTELLIKE,Paesi esteri,2016-01-01,734.0,3166.0
Teramo,OTHER,Italia,2016-01-01,770.0,4391.0
Teramo,OTHER,Paesi esteri,2016-01-01,51.0,417.0
Abruzzo,HOTELLIKE,Italia,2016-02-01,77969.0,162546.0
Abruzzo,HOTELLIKE,Paesi esteri,2016-02-01,5547.0,18955.0
Abruzzo,OTHER,Italia,2016-02-01,7320.0,18518.0
Abruzzo,OTHER,Paesi esteri,2016-02-01,479.0,2900.0
Chieti,HOTELLIKE,Italia,2016-02-01,12103.0,21770.0
