Region,Infrastructure,ResidenceCountry,Date,Arrivals,Attendance
Chieti,HOTELLIKE,Italia,2010-09-01,21727.0,63960.0
Chieti,HOTELLIKE,Paesi esteri,2010-09-01,3352.0,10661.0
Chieti,OTHER,Italia,2010-09-01,2840.0,22866.0
Chieti,OTHER,Paesi esteri,2010-09-01,439.0,2530.0
L'Aquila,HOTELLIKE,Italia,2010-09-01,14985.0,47936.0
L'Aquila,HOTELLIKE,Paesi esteri,2010-09-01,2485.0,8332.0
L'Aquila,OTHER,Italia,2010-09-01,2683.0,7246.0
L'Aquila,OTHER,Paesi esteri,2010-09-01,654.0,2430.0
Pescara,HOTELLIKE,Italia,2010-09-01,21603.0,77140.0
Pescara,HOTELLIKE,Paesi esteri,2010-09-01,4951.0,16780.0
Pescara,OTHER,Italia,2010-09-01,1041.0,5540.0
Pescara,OTHER,Paesi esteri,2010-09-01,264.0,3075.0
Teramo,HOTELLIKE,Italia,2010-09-01,20179.0,144976.0
Teramo,HOTELLIKE,Paesi esteri,2010-09-01,5479.0,39338.0
Teramo,OTHER,Italia,2010-09-01,4795.0,85672.0
Teramo,OTHER,Paesi esteri,2010-09-01,2674.0,34582.0
Abruzzo,HOTELLIKE,Italia,2010-10-01,60463.0,158042.0
Abruzzo,HOTELLIKE,Paesi esteri,2010-10-01,10828.0,39291.0
Abruzzo,OTHER,Italia,2010-10-01,5365.0,33811.0
Abruzzo,OTHER,Paesi esteri,2010-10-01,1519.0,10485.0
Chieti,HOTELLIKE,Italia,2010-10-01,16602.0,39577.0
Chieti,HOTELLIKE,Paesi esteri,2010-10-01,2998.0,8367.0
Chieti,OTHER,Italia,2010-10-01,1563.0,18066.0
Chieti,OTHER,Paesi esteri,2010-10-01,303.0,1939.0
L'Aquila,HOTELLIKE,Italia,2010-10-01,12656.0,37268.0
L'Aquila,HOTELLIKE,Paesi esteri,2010-10-01,1619.0,5931.0
L'Aquila,OTHER,Italia,2010-10-01,2382.0,7045.0
L'Aquila,OTHER,Paesi esteri,2010-10-01,385.0,1169.0
Pescara,HOTELLIKE,Italia,2010-10-01,21239.0,46919.0
Pescara,HOTELLIKE,Paesi esteri,2010-10-01,3640.0,11430.0
Pescara,OTHER,Italia,2010-10-01,842.0,4838.0
Pescara,OTHER,Paesi esteri,2010-10-01,169.0,1818.0
Teramo,HOTELLIKE,Italia,2010-10-01,9966.0,34278.0
Teramo,HOTELLIKE,Paesi esteri,2010-10-01,2571.0,13563.0
Teramo,OTHER,Italia,2010-10-01,578.0,3862.0
Teramo,OTHER,Paesi esteri,2010-10-01,662.0,5559.0
Abruzzo,HOTELLIKE,Italia,2010-11-01,51185.0,131055.0
Abruzzo,HOTELLIKE,Paesi esteri,2010-11-01,6098.0,24666.0
Abruzzo,OTHER,Italia,2010-11-01,3479.0,29197.0
Abruzzo,OTHER,Paesi esteri,2010-11-01,434.0,2839.0
Chieti,HOTELLIKE,Italia,2010-11-01,14514.0,32423.0
Chieti,HOTELLIKE,Paesi esteri,2010-11-01,1853.0,5604.0
Chieti,OTHER,Italia,2010-11-01,988.0,17931.0
Chieti,OTHER,Paesi esteri,2010-11-01,120.0,1007.0
L'Aquila,HOTELLIKE,Italia,2010-11-01,8666.0,27743.0
L'Aquila,HOTELLIKE,Paesi esteri,2010-11-01,863.0,3852.0
L'Aquila,OTHER,Italia,2010-11-01,1593.0,6390.0
L'Aquila,OTHER,Paesi esteri,2010-11-01,215.0,813.0
Pescara,HOTELLIKE,Italia,2010-11-01,17936.0,39127.0
Pescara,HOTELLIKE,Paesi esteri,2010-11-01,2140.0,7564.0
Pescara,OTHER,Italia,2010-11-01,626.0,3923.0
Pescara,OTHER,Paesi esteri,2010-11-01,56.0,801.0
Teramo,HOTELLIKE,Italia,2010-11-01,10069.0,31762.0
Teramo,HOTELLIKE,Paesi esteri,2010-11-01,1242.0,7646.0
Teramo,OTHER,Italia,2010-11-01,272.0,953.0
Teramo,OTHER,Paesi esteri,2010-11-01,43.0,218.0
Abruzzo,HOTELLIKE,Italia,2010-12-01,69391.0,173580.0
Abruzzo,HOTELLIKE,Paesi esteri,2010-12-01,4704.0,19632.0
Abruzzo,OTHER,Italia,2010-12-01,7014.0,34061.0
Abruzzo,OTHER,Paesi esteri,2010-12-01,393.0,2725.0
Chieti,HOTELLIKE,Italia,2010-12-01,13637.0,29329.0
Chieti,HOTELLIKE,Paesi esteri,2010-12-01,975.0,3038.0
Chieti,OTHER,Italia,2010-12-01,1498.0,15882.0
Chieti,OTHER,Paesi esteri,2010-12-01,92.0,945.0
L'Aquila,HOTELLIKE,Italia,2010-12-01,28087.0,74690.0
L'Aquila,HOTELLIKE,Paesi esteri,2010-12-01,1056.0,3344.0
L'Aquila,OTHER,Italia,2010-12-01,4308.0,13240.0
L'Aquila,OTHER,Paesi esteri,2010-12-01,192.0,609.0
Pescara,HOTELLIKE,Italia,2010-12-01,16003.0,34684.0
Pescara,HOTELLIKE,Paesi esteri,2010-12-01,1715.0,7050.0
Pescara,OTHER,Italia,2010-12-01,703.0,3487.0
Pescara,OTHER,Paesi esteri,2010-12-01,42.0,647.0
Teramo,HOTELLIKE,Italia,2010-12-01,11664.0,34877.0
Teramo,HOTELLIKE,Paesi esteri,2010-12-01,958.0,6200.0
Teramo,OTHER,Italia,2010-12-01,505.0,1452.0
Teramo,OTHER,Paesi esteri,2010-12-01,67.0,524.0
Abruzzo,HOTELLIKE,Italia,2011-01-01,80228.0,232106.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-01-01,4996.0,18365.0
Abruzzo,OTHER,Italia,2011-01-01,7456.0,34427.0
Abruzzo,OTHER,Paesi esteri,2011-01-01,270.0,1738.0
Chieti,HOTELLIKE,Italia,2011-01-01,12882.0,29960.0
Chieti,HOTELLIKE,Paesi esteri,2011-01-01,1090.0,3125.0
Chieti,OTHER,Italia,2011-01-01,1461.0,12274.0
Chieti,OTHER,Paesi esteri,2011-01-01,78.0,524.0
L'Aquila,HOTELLIKE,Italia,2011-01-01,43283.0,138185.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-01-01,1040.0,4166.0
L'Aquila,OTHER,Italia,2011-01-01,4879.0,16503.0
L'Aquila,OTHER,Paesi esteri,2011-01-01,103.0,313.0
Pescara,HOTELLIKE,Italia,2011-01-01,14315.0,30758.0
Pescara,HOTELLIKE,Paesi esteri,2011-01-01,1922.0,5620.0
Pescara,OTHER,Italia,2011-01-01,663.0,3731.0
Pescara,OTHER,Paesi esteri,2011-01-01,43.0,648.0
Teramo,HOTELLIKE,Italia,2011-01-01,9748.0,33203.0
Teramo,HOTELLIKE,Paesi esteri,2011-01-01,944.0,5454.0
Teramo,OTHER,Italia,2011-01-01,453.0,1919.0
Teramo,OTHER,Paesi esteri,2011-01-01,46.0,253.0
Abruzzo,HOTELLIKE,Italia,2011-02-01,85010.0,217809.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-02-01,5262.0,19347.0
Abruzzo,OTHER,Italia,2011-02-01,6585.0,30605.0
Abruzzo,OTHER,Paesi esteri,2011-02-01,325.0,2339.0
Chieti,HOTELLIKE,Italia,2011-02-01,15356.0,32137.0
Chieti,HOTELLIKE,Paesi esteri,2011-02-01,1232.0,3609.0
Chieti,OTHER,Italia,2011-02-01,1135.0,14530.0
Chieti,OTHER,Paesi esteri,2011-02-01,68.0,736.0
L'Aquila,HOTELLIKE,Italia,2011-02-01,45006.0,126395.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-02-01,1214.0,4805.0
L'Aquila,OTHER,Italia,2011-02-01,4722.0,12072.0
L'Aquila,OTHER,Paesi esteri,2011-02-01,120.0,390.0
Pescara,HOTELLIKE,Italia,2011-02-01,14563.0,28316.0
Pescara,HOTELLIKE,Paesi esteri,2011-02-01,1823.0,5361.0
Pescara,OTHER,Italia,2011-02-01,483.0,2766.0
Pescara,OTHER,Paesi esteri,2011-02-01,73.0,1000.0
Teramo,HOTELLIKE,Italia,2011-02-01,10085.0,30961.0
Teramo,HOTELLIKE,Paesi esteri,2011-02-01,993.0,5572.0
Teramo,OTHER,Italia,2011-02-01,245.0,1237.0
Teramo,OTHER,Paesi esteri,2011-02-01,64.0,213.0
Abruzzo,HOTELLIKE,Italia,2011-03-01,75844.0,200209.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-03-01,6691.0,22601.0
Abruzzo,OTHER,Italia,2011-03-01,6334.0,31348.0
Abruzzo,OTHER,Paesi esteri,2011-03-01,433.0,2821.0
Chieti,HOTELLIKE,Italia,2011-03-01,15056.0,32706.0
Chieti,HOTELLIKE,Paesi esteri,2011-03-01,1735.0,5017.0
Chieti,OTHER,Italia,2011-03-01,1575.0,16757.0
Chieti,OTHER,Paesi esteri,2011-03-01,110.0,748.0
L'Aquila,HOTELLIKE,Italia,2011-03-01,33068.0,102872.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-03-01,1086.0,4253.0
L'Aquila,OTHER,Italia,2011-03-01,3734.0,9492.0
L'Aquila,OTHER,Paesi esteri,2011-03-01,175.0,397.0
Pescara,HOTELLIKE,Italia,2011-03-01,16942.0,31974.0
Pescara,HOTELLIKE,Paesi esteri,2011-03-01,2301.0,6538.0
Pescara,OTHER,Italia,2011-03-01,621.0,3583.0
Pescara,OTHER,Paesi esteri,2011-03-01,83.0,972.0
Teramo,HOTELLIKE,Italia,2011-03-01,10778.0,32657.0
Teramo,HOTELLIKE,Paesi esteri,2011-03-01,1569.0,6793.0
Teramo,OTHER,Italia,2011-03-01,404.0,1516.0
Teramo,OTHER,Paesi esteri,2011-03-01,65.0,704.0
Abruzzo,HOTELLIKE,Italia,2011-04-01,64716.0,152183.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-04-01,13110.0,49289.0
Abruzzo,OTHER,Italia,2011-04-01,9080.0,35036.0
Abruzzo,OTHER,Paesi esteri,2011-04-01,1551.0,6673.0
Chieti,HOTELLIKE,Italia,2011-04-01,15891.0,35378.0
Chieti,HOTELLIKE,Paesi esteri,2011-04-01,2473.0,6621.0
Chieti,OTHER,Italia,2011-04-01,1857.0,13909.0
Chieti,OTHER,Paesi esteri,2011-04-01,235.0,1218.0
L'Aquila,HOTELLIKE,Italia,2011-04-01,14979.0,40209.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-04-01,1876.0,5412.0
L'Aquila,OTHER,Italia,2011-04-01,3371.0,8588.0
L'Aquila,OTHER,Paesi esteri,2011-04-01,491.0,1439.0
Pescara,HOTELLIKE,Italia,2011-04-01,19315.0,34976.0
Pescara,HOTELLIKE,Paesi esteri,2011-04-01,5515.0,22851.0
Pescara,OTHER,Italia,2011-04-01,955.0,3915.0
Pescara,OTHER,Paesi esteri,2011-04-01,203.0,1641.0
Teramo,HOTELLIKE,Italia,2011-04-01,14531.0,41620.0
Teramo,HOTELLIKE,Paesi esteri,2011-04-01,3246.0,14405.0
Teramo,OTHER,Italia,2011-04-01,2897.0,8624.0
Teramo,OTHER,Paesi esteri,2011-04-01,622.0,2375.0
Abruzzo,HOTELLIKE,Italia,2011-05-01,70314.0,163366.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-05-01,16544.0,65277.0
Abruzzo,OTHER,Italia,2011-05-01,9584.0,48901.0
Abruzzo,OTHER,Paesi esteri,2011-05-01,3254.0,15284.0
Chieti,HOTELLIKE,Italia,2011-05-01,17292.0,39394.0
Chieti,HOTELLIKE,Paesi esteri,2011-05-01,3177.0,9307.0
Chieti,OTHER,Italia,2011-05-01,2085.0,17498.0
Chieti,OTHER,Paesi esteri,2011-05-01,377.0,1685.0
L'Aquila,HOTELLIKE,Italia,2011-05-01,12838.0,33417.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-05-01,2201.0,7665.0
L'Aquila,OTHER,Italia,2011-05-01,2295.0,6459.0
L'Aquila,OTHER,Paesi esteri,2011-05-01,728.0,1979.0
Pescara,HOTELLIKE,Italia,2011-05-01,22816.0,45513.0
Pescara,HOTELLIKE,Paesi esteri,2011-05-01,6291.0,28032.0
Pescara,OTHER,Italia,2011-05-01,917.0,3750.0
Pescara,OTHER,Paesi esteri,2011-05-01,242.0,1845.0
Teramo,HOTELLIKE,Italia,2011-05-01,17368.0,45042.0
Teramo,HOTELLIKE,Paesi esteri,2011-05-01,4875.0,20273.0
Teramo,OTHER,Italia,2011-05-01,4287.0,21194.0
Teramo,OTHER,Paesi esteri,2011-05-01,1907.0,9775.0
Abruzzo,HOTELLIKE,Italia,2011-06-01,124334.0,500316.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-06-01,19330.0,91107.0
Abruzzo,OTHER,Italia,2011-06-01,37345.0,284982.0
Abruzzo,OTHER,Paesi esteri,2011-06-01,7136.0,50221.0
Chieti,HOTELLIKE,Italia,2011-06-01,24949.0,71696.0
Chieti,HOTELLIKE,Paesi esteri,2011-06-01,3358.0,12025.0
Chieti,OTHER,Italia,2011-06-01,6702.0,54776.0
Chieti,OTHER,Paesi esteri,2011-06-01,664.0,3427.0
L'Aquila,HOTELLIKE,Italia,2011-06-01,17994.0,52614.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-06-01,2980.0,8167.0
L'Aquila,OTHER,Italia,2011-06-01,3345.0,8814.0
L'Aquila,OTHER,Paesi esteri,2011-06-01,1148.0,3447.0
Pescara,HOTELLIKE,Italia,2011-06-01,31518.0,108261.0
Pescara,HOTELLIKE,Paesi esteri,2011-06-01,5525.0,19160.0
Pescara,OTHER,Italia,2011-06-01,1146.0,3888.0
Pescara,OTHER,Paesi esteri,2011-06-01,357.0,2218.0
Teramo,HOTELLIKE,Italia,2011-06-01,49873.0,267745.0
Teramo,HOTELLIKE,Paesi esteri,2011-06-01,7467.0,51755.0
Teramo,OTHER,Italia,2011-06-01,26152.0,217504.0
Teramo,OTHER,Paesi esteri,2011-06-01,4967.0,41129.0
Abruzzo,HOTELLIKE,Italia,2011-07-01,171519.0,919373.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-07-01,27297.0,149354.0
Abruzzo,OTHER,Italia,2011-07-01,63383.0,616854.0
Abruzzo,OTHER,Paesi esteri,2011-07-01,13208.0,108866.0
Chieti,HOTELLIKE,Italia,2011-07-01,31499.0,121556.0
Chieti,HOTELLIKE,Paesi esteri,2011-07-01,5250.0,20551.0
Chieti,OTHER,Italia,2011-07-01,11341.0,131509.0
Chieti,OTHER,Paesi esteri,2011-07-01,1207.0,7823.0
L'Aquila,HOTELLIKE,Italia,2011-07-01,30837.0,127150.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-07-01,3934.0,18725.0
L'Aquila,OTHER,Italia,2011-07-01,6353.0,18918.0
L'Aquila,OTHER,Paesi esteri,2011-07-01,1398.0,5653.0
Pescara,HOTELLIKE,Italia,2011-07-01,37493.0,172018.0
Pescara,HOTELLIKE,Paesi esteri,2011-07-01,7337.0,29670.0
Pescara,OTHER,Italia,2011-07-01,1620.0,5589.0
Pescara,OTHER,Paesi esteri,2011-07-01,614.0,4044.0
Teramo,HOTELLIKE,Italia,2011-07-01,71690.0,498649.0
Teramo,HOTELLIKE,Paesi esteri,2011-07-01,10776.0,80408.0
Teramo,OTHER,Italia,2011-07-01,44069.0,460838.0
Teramo,OTHER,Paesi esteri,2011-07-01,9989.0,91346.0
Abruzzo,HOTELLIKE,Italia,2011-08-01,199843.0,1122970.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-08-01,19019.0,107463.0
Abruzzo,OTHER,Italia,2011-08-01,75635.0,843597.0
Abruzzo,OTHER,Paesi esteri,2011-08-01,9461.0,84412.0
Chieti,HOTELLIKE,Italia,2011-08-01,38212.0,156793.0
Chieti,HOTELLIKE,Paesi esteri,2011-08-01,4251.0,18253.0
Chieti,OTHER,Italia,2011-08-01,14442.0,190769.0
Chieti,OTHER,Paesi esteri,2011-08-01,945.0,7122.0
L'Aquila,HOTELLIKE,Italia,2011-08-01,41329.0,174597.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-08-01,2722.0,11679.0
L'Aquila,OTHER,Italia,2011-08-01,12696.0,48777.0
L'Aquila,OTHER,Paesi esteri,2011-08-01,1570.0,5684.0
Pescara,HOTELLIKE,Italia,2011-08-01,38355.0,203299.0
Pescara,HOTELLIKE,Paesi esteri,2011-08-01,5597.0,24073.0
Pescara,OTHER,Italia,2011-08-01,2844.0,10004.0
Pescara,OTHER,Paesi esteri,2011-08-01,530.0,4365.0
Teramo,HOTELLIKE,Italia,2011-08-01,81947.0,588281.0
Teramo,HOTELLIKE,Paesi esteri,2011-08-01,6449.0,53458.0
Teramo,OTHER,Italia,2011-08-01,45653.0,594047.0
Teramo,OTHER,Paesi esteri,2011-08-01,6416.0,67241.0
Abruzzo,HOTELLIKE,Italia,2011-09-01,88468.0,349262.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-09-01,17423.0,76531.0
Abruzzo,OTHER,Italia,2011-09-01,14569.0,132813.0
Abruzzo,OTHER,Paesi esteri,2011-09-01,4423.0,36824.0
Chieti,HOTELLIKE,Italia,2011-09-01,21776.0,56708.0
Chieti,HOTELLIKE,Paesi esteri,2011-09-01,3469.0,11130.0
Chieti,OTHER,Italia,2011-09-01,2524.0,18090.0
Chieti,OTHER,Paesi esteri,2011-09-01,599.0,3648.0
L'Aquila,HOTELLIKE,Italia,2011-09-01,16725.0,49858.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-09-01,2409.0,7342.0
L'Aquila,OTHER,Italia,2011-09-01,3910.0,11722.0
L'Aquila,OTHER,Paesi esteri,2011-09-01,724.0,2668.0
Pescara,HOTELLIKE,Italia,2011-09-01,23501.0,81974.0
Pescara,HOTELLIKE,Paesi esteri,2011-09-01,5815.0,17637.0
Pescara,OTHER,Italia,2011-09-01,1179.0,4217.0
Pescara,OTHER,Paesi esteri,2011-09-01,246.0,2883.0
Teramo,HOTELLIKE,Italia,2011-09-01,26466.0,160722.0
Teramo,HOTELLIKE,Paesi esteri,2011-09-01,5730.0,40422.0
Teramo,OTHER,Italia,2011-09-01,6956.0,98784.0
Teramo,OTHER,Paesi esteri,2011-09-01,2854.0,27625.0
Abruzzo,HOTELLIKE,Italia,2011-10-01,61584.0,150899.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-10-01,12391.0,41267.0
Abruzzo,OTHER,Italia,2011-10-01,6069.0,27405.0
Abruzzo,OTHER,Paesi esteri,2011-10-01,1386.0,10307.0
Chieti,HOTELLIKE,Italia,2011-10-01,15655.0,35091.0
Chieti,HOTELLIKE,Paesi esteri,2011-10-01,2943.0,9370.0
Chieti,OTHER,Italia,2011-10-01,1302.0,5556.0
Chieti,OTHER,Paesi esteri,2011-10-01,300.0,2469.0
L'Aquila,HOTELLIKE,Italia,2011-10-01,12634.0,31701.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-10-01,1792.0,5964.0
L'Aquila,OTHER,Italia,2011-10-01,3163.0,9076.0
L'Aquila,OTHER,Paesi esteri,2011-10-01,502.0,1607.0
Pescara,HOTELLIKE,Italia,2011-10-01,22405.0,53616.0
Pescara,HOTELLIKE,Paesi esteri,2011-10-01,4828.0,12995.0
Pescara,OTHER,Italia,2011-10-01,1016.0,3476.0
Pescara,OTHER,Paesi esteri,2011-10-01,108.0,2065.0
Teramo,HOTELLIKE,Italia,2011-10-01,10890.0,30491.0
Teramo,HOTELLIKE,Paesi esteri,2011-10-01,2828.0,12938.0
Teramo,OTHER,Italia,2011-10-01,588.0,9297.0
Teramo,OTHER,Paesi esteri,2011-10-01,476.0,4166.0
Abruzzo,HOTELLIKE,Italia,2011-11-01,48741.0,123194.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-11-01,6212.0,24433.0
Abruzzo,OTHER,Italia,2011-11-01,4430.0,16139.0
Abruzzo,OTHER,Paesi esteri,2011-11-01,475.0,4547.0
Chieti,HOTELLIKE,Italia,2011-11-01,14155.0,29494.0
Chieti,HOTELLIKE,Paesi esteri,2011-11-01,1992.0,6025.0
Chieti,OTHER,Italia,2011-11-01,1060.0,5065.0
Chieti,OTHER,Paesi esteri,2011-11-01,107.0,1482.0
L'Aquila,HOTELLIKE,Italia,2011-11-01,8722.0,26143.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-11-01,876.0,2974.0
L'Aquila,OTHER,Italia,2011-11-01,2172.0,6983.0
L'Aquila,OTHER,Paesi esteri,2011-11-01,191.0,792.0
Pescara,HOTELLIKE,Italia,2011-11-01,16213.0,39052.0
Pescara,HOTELLIKE,Paesi esteri,2011-11-01,1856.0,6379.0
Pescara,OTHER,Italia,2011-11-01,816.0,2498.0
Pescara,OTHER,Paesi esteri,2011-11-01,103.0,1856.0
Teramo,HOTELLIKE,Italia,2011-11-01,9651.0,28505.0
Teramo,HOTELLIKE,Paesi esteri,2011-11-01,1488.0,9055.0
Teramo,OTHER,Italia,2011-11-01,382.0,1593.0
Teramo,OTHER,Paesi esteri,2011-11-01,74.0,417.0
Abruzzo,HOTELLIKE,Italia,2011-12-01,67097.0,155670.0
Abruzzo,HOTELLIKE,Paesi esteri,2011-12-01,4724.0,16741.0
Abruzzo,OTHER,Italia,2011-12-01,7395.0,23461.0
Abruzzo,OTHER,Paesi esteri,2011-12-01,414.0,3705.0
Chieti,HOTELLIKE,Italia,2011-12-01,12425.0,26234.0
Chieti,HOTELLIKE,Paesi esteri,2011-12-01,1015.0,3170.0
Chieti,OTHER,Italia,2011-12-01,1288.0,5390.0
Chieti,OTHER,Paesi esteri,2011-12-01,96.0,830.0
L'Aquila,HOTELLIKE,Italia,2011-12-01,25122.0,64773.0
L'Aquila,HOTELLIKE,Paesi esteri,2011-12-01,937.0,3053.0
L'Aquila,OTHER,Italia,2011-12-01,4608.0,12657.0
L'Aquila,OTHER,Paesi esteri,2011-12-01,192.0,703.0
Pescara,HOTELLIKE,Italia,2011-12-01,18105.0,36203.0
Pescara,HOTELLIKE,Paesi esteri,2011-12-01,1755.0,5499.0
Pescara,OTHER,Italia,2011-12-01,971.0,2796.0
Pescara,OTHER,Paesi esteri,2011-12-01,78.0,1427.0
Teramo,HOTELLIKE,Italia,2011-12-01,11445.0,28460.0
Teramo,HOTELLIKE,Paesi esteri,2011-12-01,1017.0,5019.0
Teramo,OTHER,Italia,2011-12-01,528.0,2618.0
Teramo,OTHER,Paesi esteri,2011-12-01,48.0,745.0
Abruzzo,HOTELLIKE,Italia,2012-01-01,80850.0,222977.0
Abruzzo,HOTELLIKE,Paesi esteri,2012-01-01,4652.0,16082.0
Abruzzo,OTHER,Italia,2012-01-01,8273.0,29809.0
Abruzzo,OTHER,Paesi esteri,2012-01-01,418.0,4075.0
Chieti,HOTELLIKE,Italia,2012-01-01,11967.0,26446.0
Chieti,HOTELLIKE,Paesi esteri,2012-01-01,991.0,2676.0
Chieti,OTHER,Italia,2012-01-01,1087.0,4464.0
Chieti,OTHER,Paesi esteri,2012-01-01,140.0,883.0
L'Aquila,HOTELLIKE,Italia,2012-01-01,44913.0,133918.0
L'Aquila,HOTELLIKE,Paesi esteri,2012-01-01,1069.0,3632.0
L'Aquila,OTHER,Italia,2012-01-01,5963.0,20381.0
L'Aquila,OTHER,Paesi esteri,2012-01-01,206.0,776.0
Pescara,HOTELLIKE,Italia,2012-01-01,15296.0,34936.0
Pescara,HOTELLIKE,Paesi esteri,2012-01-01,1657.0,5147.0
Pescara,OTHER,Italia,2012-01-01,820.0,2450.0
Pescara,OTHER,Paesi esteri,2012-01-01,49.0,1765.0
Teramo,HOTELLIKE,Italia,2012-01-01,8674.0,27677.0
Teramo,HOTELLIKE,Paesi esteri,2012-01-01,935.0,4627.0
Teramo,OTHER,Italia,2012-01-01,403.0,2514.0
Teramo,OTHER,Paesi esteri,2012-01-01,23.0,651.0
Abruzzo,HOTELLIKE,Italia,2012-02-01,68528.0,179943.0
Abruzzo,HOTELLIKE,Paesi esteri,2012-02-01,5463.0,18126.0
Abruzzo,OTHER,Italia,2012-02-01,6084.0,19943.0
Abruzzo,OTHER,Paesi esteri,2012-02-01,321.0,4152.0
Chieti,HOTELLIKE,Italia,2012-02-01,11003.0,23049.0
Chieti,HOTELLIKE,Paesi esteri,2012-02-01,1036.0,2690.0
Chieti,OTHER,Italia,2012-02-01,790.0,3431.0
Chieti,OTHER,Paesi esteri,2012-02-01,88.0,1088.0
L'Aquila,HOTELLIKE,Italia,2012-02-01,37741.0,107589.0
L'Aquila,HOTELLIKE,Paesi esteri,2012-02-01,1655.0,5275.0
L'Aquila,OTHER,Italia,2012-02-01,4340.0,12641.0
L'Aquila,OTHER,Paesi esteri,2012-02-01,143.0,756.0
Pescara,HOTELLIKE,Italia,2012-02-01,11639.0,25340.0
Pescara,HOTELLIKE,Paesi esteri,2012-02-01,1914.0,5365.0
Pescara,OTHER,Italia,2012-02-01,600.0,1749.0
Pescara,OTHER,Paesi esteri,2012-02-01,58.0,1587.0
Teramo,HOTELLIKE,Italia,2012-02-01,8145.0,23965.0
Teramo,HOTELLIKE,Paesi esteri,2012-02-01,858.0,4796.0
Teramo,OTHER,Italia,2012-02-01,354.0,2122.0
Teramo,OTHER,Paesi esteri,2012-02-01,32.0,721.0
Abruzzo,HOTELLIKE,Italia,2012-03-01,87954.0,209268.0
Abruzzo,HOTELLIKE,Paesi esteri,2012-03-01,7090.0,26286.0
Abruzzo,OTHER,Italia,2012-03-01,8710.0,24313.0
Abruzzo,OTHER,Paesi esteri,2012-03-01,649.0,5451.0
Chieti,HOTELLIKE,Italia,2012-03-01,15063.0,29120.0
Chieti,HOTELLIKE,Paesi esteri,2012-03-01,1672.0,4051.0
Chieti,OTHER,Italia,2012-03-01,1770.0,5525.0
Chieti,OTHER,Paesi esteri,2012-03-01,168.0,1607.0
L'Aquila,HOTELLIKE,Italia,2012-03-01,42304.0,116791.0
L'Aquila,HOTELLIKE,Paesi esteri,2012-03-01,1535.0,7936.0
L'Aquila,OTHER,Italia,2012-03-01,5304.0,13954.0
L'Aquila,OTHER,Paesi esteri,2012-03-01,349.0,1634.0
Pescara,HOTELLIKE,Italia,2012-03-01,18867.0,35268.0
Pescara,HOTELLIKE,Paesi esteri,2012-03-01,2333.0,7044.0
Pescara,OTHER,Italia,2012-03-01,1099.0,2532.0
Pescara,OTHER,Paesi esteri,2012-03-01,102.0,1495.0
Teramo,HOTELLIKE,Italia,2012-03-01,11720.0,28089.0
Teramo,HOTELLIKE,Paesi esteri,2012-03-01,1550.0,7255.0
Teramo,OTHER,Italia,2012-03-01,537.0,2302.0
Teramo,OTHER,Paesi esteri,2012-03-01,30.0,715.0
Abruzzo,HOTELLIKE,Italia,2012-04-01,65039.0,148503.0
Abruzzo,HOTELLIKE,Paesi esteri,2012-04-01,12174.0,51119.0
Abruzzo,OTHER,Italia,2012-04-01,10278.0,30846.0
Abruzzo,OTHER,Paesi esteri,2012-04-01,1228.0,6807.0
Chieti,HOTELLIKE,Italia,2012-04-01,14953.0,29201.0
Chieti,HOTELLIKE,Paesi esteri,2012-04-01,2112.0,4570.0
Chieti,OTHER,Italia,2012-04-01,2357.0,7197.0
Chieti,OTHER,Paesi esteri,2012-04-01,230.0,1793.0
L'Aquila,HOTELLIKE,Italia,2012-04-01,15464.0,39066.0
L'Aquila,HOTELLIKE,Paesi esteri,2012-04-01,1507.0,4252.0
L'Aquila,OTHER,Italia,2012-04-01,4380.0,11256.0
L'Aquila,OTHER,Paesi esteri,2012-04-01,632.0,2271.0
Pescara,HOTELLIKE,Italia,2012-04-01,20233.0,42999.0
Pescara,HOTELLIKE,Paesi esteri,2012-04-01,5678.0,27579.0
Pescara,OTHER,Italia,2012-04-01,1384.0,3364.0
Pescara,OTHER,Paesi esteri,2012-04-01,146.0,1511.0
Teramo,HOTELLIKE,Italia,2012-04-01,14389.0,37237.0
Teramo,HOTELLIKE,Paesi esteri,2012-04-01,2877.0,14718.0
